onset	duration	item	rotation	accuracy	reaction_time	stim_file
10.0145	1	C1	90	1	0.91126	sub-09_stim-commstruc_C1.jpg
12.0536	1	C2	0	1	0.91994	sub-09_stim-commstruc_C2.jpg
16.0919	1	C3	90	1	1.0423	sub-09_stim-commstruc_C3.jpg
22.1294	1	C4	0	1	1.1482	sub-09_stim-commstruc_C4.jpg
26.1676	1	C5	0	1	0.92461	sub-09_stim-commstruc_C5.jpg
28.2068	1	A1	0	1	0.74169	sub-09_stim-commstruc_A1.jpg
30.2459	1	A2	0	1	0.76795	sub-09_stim-commstruc_A2.jpg
32.285	1	A3	0	1	0.75213	sub-09_stim-commstruc_A3.jpg
34.3242	1	A4	0	1	0.682	sub-09_stim-commstruc_A4.jpg
38.3624	1	A5	90	1	0.87428	sub-09_stim-commstruc_A5.jpg
42.4007	1	A3	0	1	0.80573	sub-09_stim-commstruc_A3.jpg
48.4382	1	A4	0	1	0.81411	sub-09_stim-commstruc_A4.jpg
50.4773	1	A5	0	1	0.88652	sub-09_stim-commstruc_A5.jpg
54.5156	1	A3	0	1	0.76765	sub-09_stim-commstruc_A3.jpg
58.5538	1	A1	0	1	0.72128	sub-09_stim-commstruc_A1.jpg
60.593	1	A3	0	1	0.7973	sub-09_stim-commstruc_A3.jpg
64.6313	1	A2	0	1	0.67934	sub-09_stim-commstruc_A2.jpg
66.6704	1	A3	0	1	0.71744	sub-09_stim-commstruc_A3.jpg
68.7095	1	A2	0	1	0.64956	sub-09_stim-commstruc_A2.jpg
70.7486	1	A5	0	1	0.65667	sub-09_stim-commstruc_A5.jpg
74.7869	1	A4	0	1	0.69978	sub-09_stim-commstruc_A4.jpg
78.8252	1	A1	0	1	1.7959	sub-09_stim-commstruc_A1.jpg
82.8635	1	A3	0	1	0.62892	sub-09_stim-commstruc_A3.jpg
88.9009	1	A2	0	1	0.7854	sub-09_stim-commstruc_A2.jpg
92.9392	1	A4	0	1	0.61115	sub-09_stim-commstruc_A4.jpg
96.9775	1	A3	0	1	0.71573	sub-09_stim-commstruc_A3.jpg
99.0166	1	A2	0	1	0.69087	sub-09_stim-commstruc_A2.jpg
101.0557	1	A1	0	1	0.70262	sub-09_stim-commstruc_A1.jpg
105.094	1	C5	0	1	0.67752	sub-09_stim-commstruc_C5.jpg
107.1331	1	C4	0	1	0.72941	sub-09_stim-commstruc_C4.jpg
109.1723	1	C3	0	1	0.66629	sub-09_stim-commstruc_C3.jpg
111.2114	1	C2	0	1	0.67436	sub-09_stim-commstruc_C2.jpg
113.2505	1	C1	0	1	0.76266	sub-09_stim-commstruc_C1.jpg
119.288	1	B5	0	1	0.727	sub-09_stim-commstruc_B5.jpg
123.3262	1	B4	0	1	0.85655	sub-09_stim-commstruc_B4.jpg
129.3637	1	B3	0	1	0.74491	sub-09_stim-commstruc_B3.jpg
131.4028	1	B2	0	1	0.72312	sub-09_stim-commstruc_B2.jpg
133.4419	1	B1	0	1	0.69004	sub-09_stim-commstruc_B1.jpg
137.4802	1	A5	0	1	0.77464	sub-09_stim-commstruc_A5.jpg
141.5185	1	A4	0	1	0.74195	sub-09_stim-commstruc_A4.jpg
145.5568	1	A1	0	1	1.0634	sub-09_stim-commstruc_A1.jpg
147.5959	1	A2	0	1	1.1356	sub-09_stim-commstruc_A2.jpg
149.635	1	A5	0	1	0.80069	sub-09_stim-commstruc_A5.jpg
155.6725	1	A3	0	1	0.73356	sub-09_stim-commstruc_A3.jpg
159.7107	1	A2	90	1	0.92493	sub-09_stim-commstruc_A2.jpg
163.749	1	A1	0	1	0.88618	sub-09_stim-commstruc_A1.jpg
167.7873	1	A4	0	1	0.72887	sub-09_stim-commstruc_A4.jpg
169.8264	1	A1	0	1	0.70827	sub-09_stim-commstruc_A1.jpg
171.8656	1	A3	0	1	0.6198	sub-09_stim-commstruc_A3.jpg
