onset	duration	item	rotation	accuracy	reaction_time	stim_file
10.012	1	A2	0	1	1.2312	sub-14_stim-commstruc_A2.jpg
12.0511	1	A1	0	1	0.7989	sub-14_stim-commstruc_A1.jpg
14.0903	1	A3	0	1	0.84746	sub-14_stim-commstruc_A3.jpg
18.1286	1	A2	90	1	0.8917	sub-14_stim-commstruc_A2.jpg
20.1677	1	A4	0	1	0.74602	sub-14_stim-commstruc_A4.jpg
22.2068	1	A2	90	0	0.70961	sub-14_stim-commstruc_A2.jpg
28.2442	1	A5	0	1	0.88885	sub-14_stim-commstruc_A5.jpg
30.2834	1	B1	0	1	0.73787	sub-14_stim-commstruc_B1.jpg
34.3217	1	B2	0	1	0.72223	sub-14_stim-commstruc_B2.jpg
38.3599	1	B1	0	1	0.74646	sub-14_stim-commstruc_B1.jpg
40.3991	1	B3	0	1	1.1583	sub-14_stim-commstruc_B3.jpg
42.4382	1	B1	90	0	0.64517	sub-14_stim-commstruc_B1.jpg
46.4765	1	B3	0	1	1.0567	sub-14_stim-commstruc_B3.jpg
50.5148	1	B1	0	1	0.74683	sub-14_stim-commstruc_B1.jpg
54.553	1	B4	0	1	0.83644	sub-14_stim-commstruc_B4.jpg
60.5905	1	B3	0	1	0.685	sub-14_stim-commstruc_B3.jpg
62.6296	1	B2	0	1	0.79086	sub-14_stim-commstruc_B2.jpg
68.667	1	B1	0	1	0.70643	sub-14_stim-commstruc_B1.jpg
72.7053	1	A5	0	1	0.62451	sub-14_stim-commstruc_A5.jpg
74.7444	1	A4	0	1	0.82914	sub-14_stim-commstruc_A4.jpg
78.7827	1	A3	0	1	0.58033	sub-14_stim-commstruc_A3.jpg
84.8201	1	A2	90	1	0.84012	sub-14_stim-commstruc_A2.jpg
86.8593	1	A1	0	1	0.68144	sub-14_stim-commstruc_A1.jpg
88.8984	1	C5	0	1	0.77616	sub-14_stim-commstruc_C5.jpg
94.9358	1	C4	0	1	0.79674	sub-14_stim-commstruc_C4.jpg
96.975	1	C3	0	1	0.73274	sub-14_stim-commstruc_C3.jpg
101.0132	1	C2	0	1	1.2075	sub-14_stim-commstruc_C2.jpg
105.0515	1	C1	0	1	0.90272	sub-14_stim-commstruc_C1.jpg
107.0907	1	B5	0	1	0.74368	sub-14_stim-commstruc_B5.jpg
109.1298	1	B4	0	1	0.74726	sub-14_stim-commstruc_B4.jpg
115.1672	1	B2	0	1	0.90029	sub-14_stim-commstruc_B2.jpg
119.2055	1	B4	90	1	1.1097	sub-14_stim-commstruc_B4.jpg
121.2446	1	B3	0	1	0.79074	sub-14_stim-commstruc_B3.jpg
125.2829	1	B4	90	1	0.85724	sub-14_stim-commstruc_B4.jpg
131.3203	1	B3	0	1	0.84534	sub-14_stim-commstruc_B3.jpg
135.3586	1	B4	0	1	0.95012	sub-14_stim-commstruc_B4.jpg
139.3969	1	B1	0	1	0.70225	sub-14_stim-commstruc_B1.jpg
143.4352	1	B2	90	1	0.92128	sub-14_stim-commstruc_B2.jpg
147.4735	1	B4	0	1	0.8187	sub-14_stim-commstruc_B4.jpg
149.5126	1	B1	0	1	0.77901	sub-14_stim-commstruc_B1.jpg
153.5509	1	B4	0	1	0.82821	sub-14_stim-commstruc_B4.jpg
155.59	1	B1	0	1	1.0693	sub-14_stim-commstruc_B1.jpg
159.6283	1	B2	0	1	0.70256	sub-14_stim-commstruc_B2.jpg
161.6674	1	B5	0	1	0.75093	sub-14_stim-commstruc_B5.jpg
163.7065	1	B4	0	1	0.67318	sub-14_stim-commstruc_B4.jpg
167.7448	1	B5	0	1	0.69853	sub-14_stim-commstruc_B5.jpg
169.784	1	C1	0	1	0.96359	sub-14_stim-commstruc_C1.jpg
173.8223	1	C2	0	1	0.66237	sub-14_stim-commstruc_C2.jpg
175.8614	1	C3	0	1	0.57583	sub-14_stim-commstruc_C3.jpg
179.8997	1	C4	0	1	0.80097	sub-14_stim-commstruc_C4.jpg
185.9371	1	C5	0	1	1.3541	sub-14_stim-commstruc_C5.jpg
191.9745	1	A1	0	1	0.74259	sub-14_stim-commstruc_A1.jpg
198.0119	1	A2	0	1	1.2815	sub-14_stim-commstruc_A2.jpg
202.0502	1	A3	0	1	0.87288	sub-14_stim-commstruc_A3.jpg
204.0894	1	A4	0	1	0.74756	sub-14_stim-commstruc_A4.jpg
206.1285	1	A5	0	1	0.5966	sub-14_stim-commstruc_A5.jpg
212.1659	1	B1	0	1	0.66948	sub-14_stim-commstruc_B1.jpg
216.2042	1	B2	0	1	0.86964	sub-14_stim-commstruc_B2.jpg
222.2416	1	B3	0	1	0.80316	sub-14_stim-commstruc_B3.jpg
224.2808	1	B4	90	0	1.0689	sub-14_stim-commstruc_B4.jpg
228.319	1	B2	0	1	0.66124	sub-14_stim-commstruc_B2.jpg
230.3582	1	B4	0	0	1.2762	sub-14_stim-commstruc_B4.jpg
232.3973	1	B1	0	1	0.60474	sub-14_stim-commstruc_B1.jpg
238.4347	1	B3	0	1	0.70551	sub-14_stim-commstruc_B3.jpg
244.4722	1	B5	0	1	0.80367	sub-14_stim-commstruc_B5.jpg
250.5096	1	B4	0	0	0.94926	sub-14_stim-commstruc_B4.jpg
254.5479	1	B3	0	1	0.6494	sub-14_stim-commstruc_B3.jpg
256.587	1	B4	0	1	0.92123	sub-14_stim-commstruc_B4.jpg
262.6244	1	B5	0	1	0.68189	sub-14_stim-commstruc_B5.jpg
264.6635	1	B4	0	1	0.62007	sub-14_stim-commstruc_B4.jpg
270.701	1	B5	0	1	0.735	sub-14_stim-commstruc_B5.jpg
276.7384	1	B4	0	1	0.55237	sub-14_stim-commstruc_B4.jpg
282.7758	1	B5	0	1	0.65827	sub-14_stim-commstruc_B5.jpg
286.8141	1	B3	0	1	0.92716	sub-14_stim-commstruc_B3.jpg
290.8524	1	B2	0	1	0.58992	sub-14_stim-commstruc_B2.jpg
294.8907	1	B3	0	1	0.64959	sub-14_stim-commstruc_B3.jpg
298.929	1	B4	0	1	0.64156	sub-14_stim-commstruc_B4.jpg
302.9672	1	B5	0	1	0.62127	sub-14_stim-commstruc_B5.jpg
305.0064	1	C1	0	1	1.0855	sub-14_stim-commstruc_C1.jpg
307.0455	1	C2	0	1	0.79952	sub-14_stim-commstruc_C2.jpg
309.0846	1	C3	0	1	0.62166	sub-14_stim-commstruc_C3.jpg
313.1229	1	C4	0	1	0.7844	sub-14_stim-commstruc_C4.jpg
315.162	1	C5	0	1	0.8592	sub-14_stim-commstruc_C5.jpg
319.2003	1	A1	0	1	0.74776	sub-14_stim-commstruc_A1.jpg
321.2395	1	A2	0	1	0.7399	sub-14_stim-commstruc_A2.jpg
325.2777	1	A3	0	1	0.83959	sub-14_stim-commstruc_A3.jpg
